Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds,ID,SMILES
Z16215778,1224024-R-22,C03,279.358,1.210,1,56.150,6,,CNC(=O)CSc1nc2ccccc2n1CCOC
Z409510422,1224024-R-22,C04,298.408,-0.002,2,73.390,4,,CN1CCN(C(C)(C)CNC(=O)Nc2nncs2)CC1
Z873320768,1224024-R-22,C05,278.350,2.498,2,66.490,4,,COc1ccc(NC(=O)NC2CCN(C(C)C)C2)cn1
Z445988588,1224024-R-22,C06,286.351,-1.652,2,93.090,4,,Cn1cc(CCNC(=O)NC2CCS(=O)(=O)C2)cn1
Z641275558,1224024-R-22,C07,315.342,2.230,3,70.310,6,,OCCNc1nc2ccccc2n1CC(O)c1cccc(F)c1
Z252945550,1224024-R-22,C08,249.309,1.172,1,54.460,4,,CCCNC(=O)c1cccnc1N1CCOCC1
Z284423158,1224024-R-22,C09,265.308,0.681,1,63.690,5,,CCOCC(=O)Nc1ccc(N2CCOCC2)cn1
Z822002662,1224024-R-22,C10,300.399,2.013,1,65.080,6,,Cc1cc2ncn(CC(O)CN(C)CC(C)C#N)c2cc1C
Z820998332,1224024-R-22,C11,321.252,-0.236,3,88.690,4,,O=C(NCC1COCCO1)Nc1cc(C(F)(F)F)c[nH]c1=O
Z785718082,1224024-R-22,D02,337.296,0.971,1,76.690,4,,Cc1nn(CC(O)c2ccccc2C(F)(F)F)c(=O)c(C#N)c1C
Z511036998,1224024-R-22,D03,267.327,0.845,4,93.280,5,,O=C(NCC(O)CN1CCCCC1)Nc1cn[nH]c1
Z649784714,1224024-R-22,D04,286.347,-2.641,1,89.270,3,,Cc1noc(C)c1CC(=O)NC1CCS(=O)(=O)CC1
Z446570796,1224024-R-22,D05,290.361,0.087,2,74.330,4,,CC(=O)NC1CCCN(C(=O)NCCc2ccccn2)C1
Z552031056,1224024-R-22,D06,266.339,-0.430,2,70.390,4,,CC(Cn1ccnc1)NC(=O)N1CCC(CO)CC1
Z811107448,1224024-R-22,D07,277.362,2.353,1,54.460,4,,CC(C)(C)CC(=O)Nc1cccnc1N1CCOCC1
Z909146750,1224024-R-22,D08,332.441,0.930,1,65.010,5,,O=C(Cn1cccnc1=O)NC1CCN(CC2CCCCC2)CC1
Z432543804,1224024-R-22,D09,333.306,2.162,3,83.480,5,,O=C(Nc1ccc(OCC(F)(F)F)nc1)NC1CCC(O)CC1
Z432456266,1224024-R-22,D10,283.347,-1.034,2,88.160,4,,O=C(NCCc1ccccn1)NC1CCS(=O)(=O)C1
Z434535038,1224024-R-22,D11,319.402,1.744,2,69.730,5,,O=C(NCCN1CCOCC1)Nc1cccnc1N1CCCC1
Z435189478,1224024-R-22,E02,283.347,1.940,2,88.160,3,,CS(=O)(=O)c1ccc(NC(=O)NC2CCCC2)cn1
Z351786664,1224024-R-22,E03,235.282,-0.542,1,54.460,3,,CC(=O)NCc1ccnc(N2CCOCC2)c1
Z822171372,1224024-R-22,E04,333.425,2.680,1,56.250,5,,CCn1c(=O)n(CC(O)CN2CC(C)OC(C)C2)c2ccccc21
Z394178218,1224024-R-22,E05,223.272,-0.505,1,56.150,4,,CC(C(=O)NCC1CCOC1)n1cccn1
Z641547188,1224024-R-22,E06,303.399,2.274,1,50.520,4,,Cc1cc2ncn(CC(O)CN3CCOC(C)C3)c2cc1C
Z71545473,1224024-R-22,E07,220.225,0.717,1,60.450,2,,Cc1cccc(NC(=O)C2=COCCO2)n1
Z926914294,1224024-R-22,E08,262.308,0.738,2,74.330,3,,CC(NC(=O)Nc1ccccn1)C(=O)N1CCCC1
Z224993140,1224024-R-22,E09,306.403,2.582,2,66.490,4,,CC1CN(C(C)(C)CNC(=O)Nc2cccnc2)CC(C)O1
Z954318274,1224024-R-22,E10,249.309,0.716,1,68.020,4,,Cc1noc(CCNC(=O)C2CC3CCC2C3)n1
Z351792416,1224024-R-22,E11,303.280,0.251,1,54.460,5,,O=C(CC(F)(F)F)NCc1ccnc(N2CCOCC2)c1
Z410630490,1224024-R-22,F02,283.393,2.452,2,70.150,4,,Cc1nnc(NC(=O)NCCN2CCCCCC2)s1
Z435188636,1224024-R-22,F03,299.346,1.053,2,97.390,4,,CS(=O)(=O)c1ccc(NC(=O)NCC2CCCO2)cn1
Z243542294,1224024-R-22,F04,285.386,0.415,1,62.300,5,,Cc1nc(CCNC(=O)CN2CSCC2=O)cs1
Z434195218,1224024-R-22,F05,321.418,1.637,2,69.730,5,,CN(C)C(C)(C)CNC(=O)Nc1ccc(N2CCOCC2)nc1
Z495806040,1224024-R-22,F06,269.363,1.046,1,54.460,3,,Cc1nc(CCNC(=O)N2CCOCC2C)cs1
Z300985232,1224024-R-22,F07,273.373,2.490,1,41.290,4,,Cc1cc2ncn(CC(O)CN3CCCC3)c2cc1C
Z355428596,1224024-R-22,F08,341.404,1.619,1,85.920,5,,Cc1ccc(C)c(OCC(O)Cn2nc(C)c(C)c(C#N)c2=O)c1C
Z822182992,1224024-R-22,F09,288.385,2.112,2,58.280,5,,OCCCc1nc2ccccc2n1CC1(O)CCCCC1
Z555422076,1224024-R-22,F10,308.333,0.164,3,115.570,5,,COc1ncccc1NC(=O)NCC1(C(N)=O)CCOCC1
Z31336190,1224024-R-22,F11,340.373,1.185,2,84.580,7,,CC(=O)c1cccc(OCC(O)Cn2c(CO)nc3ccccc32)c1
Z446566530,1224024-R-22,G02,326.414,-0.970,2,91.400,4,,CS(=O)(=O)NC1CCN(C(=O)NCCc2ccccn2)CC1
Z822174668,1224024-R-22,G03,304.387,0.178,1,79.930,4,,Cc1nn(CC(O)CN2CCC(C)CC2)c(=O)c(C#N)c1C
Z803376586,1224024-R-22,G04,307.345,-1.074,1,94.750,6,,COCCOc1ncccc1C(=O)N1CCC(C(N)=O)CC1
Z434669842,1224024-R-22,G05,342.414,1.212,2,100.630,4,,CCOc1ncccc1NC(=O)NC1CCN(S(C)(=O)=O)CC1
Z875512942,1224024-R-22,G06,348.318,1.086,2,76.660,6,,CC(OCC1CCCCO1)C(=O)Nc1cc(C(F)(F)F)c[nH]c1=O
Z167801372,1224024-R-22,G07,258.662,-0.123,1,78.670,2,,Cn1c(=O)c2c(nc(Cl)n2CCO)n(C)c1=O
Z353157190,1224024-R-22,G08,326.414,-0.970,2,91.400,4,,CS(=O)(=O)NC1CCN(C(=O)NCCc2cccnc2)CC1
Z411697162,1224024-R-22,G09,250.340,2.812,2,58.950,3,,CCn1cc(NC(=O)NC2CCCCCC2)cn1
Z223898630,1224024-R-22,G10,235.282,0.643,1,54.460,3,,CCNC(=O)c1ccc(N2CCOCC2)nc1
Z641275498,1224024-R-22,G11,333.333,2.373,3,70.310,6,,OCCNc1nc2ccccc2n1CC(O)c1ccc(F)cc1F
Z434204088,1224024-R-22,H02,278.350,2.168,2,66.490,5,,CCCCNC(=O)Nc1ccc(N2CCOCC2)nc1
Z438106308,1224024-R-22,H03,296.322,-0.542,3,107.610,6,,CNC(=O)C(CC(C)C)NC(=O)Cn1ccc(=O)[nH]c1=O
Z437056426,1224024-R-22,H04,264.324,0.257,2,66.490,4,,CCNC(=O)NCc1cccnc1N1CCOCC1
Z595834434,1224024-R-22,H05,267.284,-0.880,3,111.270,5,,NC(=O)Cn1cc(NC(=O)NCC2CCCO2)cn1
Z434668100,1224024-R-22,H06,279.335,1.898,3,83.480,4,,CCOc1ncccc1NC(=O)NC1CCC(O)CC1
Z505737178,1224024-R-22,H07,333.386,0.725,3,95.590,3,,O=C(Nc1ccc(N2CCOCC2)nc1)NC1CCCCNC1=O
Z991574570,1224024-R-22,H08,293.318,1.843,1,92.550,4,,O=C(Cn1cccc([N+](=O)[O-])c1=O)NC1CCCCCC1
Z301565540,1224024-R-22,H09,250.297,-0.791,1,67.230,4,,CN1CCC(C(=O)NCCn2ccnc2)CC1=O
Z252792568,1224024-R-22,H10,225.244,0.580,2,78.510,4,,CCC(C)NC(=O)Cn1[nH]c(=O)ccc1=O
Z434243118,1224024-R-22,H11,305.375,1.461,2,77.570,4,,CN(C)C(=O)CNC(=O)Nc1ccc(N2CCCCC2)nc1
Z852099364,1224024-R-23,A02,220.268,1.429,1,51.220,5,,CC(OCC1CC1)C(=O)Nc1ccncc1
Z1277490504,1224024-R-23,A03,292.377,2.431,3,87.140,4,,CC(C)(C)c1ncc(NC(=O)NCC2CCCC2O)cn1
Z1444212683,1224024-R-23,A04,289.278,0.244,2,84.220,5,,Cc1nn(C(F)F)c(C)c1CC(=O)NC(C)(C)C(=O)O
Z954462264,1224024-R-23,A05,345.439,1.866,2,69.730,4,,O=C(NCC1CN2CCCC2CO1)Nc1cccnc1N1CCCC1
Z813082736,1224024-R-23,A06,235.282,1.415,3,74.250,3,,O=C(NCC1(O)CCCC1)Nc1ccncc1
Z422682118,1224024-R-23,A07,252.316,1.024,1,75.940,5,,CC1CCCN(CCNC(=O)Cn2cnnn2)C1
Z900728298,1224024-R-23,A08,279.381,0.918,2,62.190,4,,Cc1cc(NC(=O)NCC2CCN(C(C)C)C2)n(C)n1
Z446467768,1224024-R-23,A09,264.324,0.855,2,66.490,4,,Cc1cccnc1NC(=O)NCCN1CCOCC1
Z287288310,1224024-R-23,A10,239.271,1.143,2,76.390,4,,Cc1cc(NC(=O)NCCC2CCCO2)no1
Z757840114,1224024-R-23,A11,222.244,-0.626,2,76.020,4,,CC(=O)Nc1cnn(CC(=O)NC2CC2)c1
Z1630364783,1224024-R-23,B02,266.339,0.974,2,68.180,5,,CCc1nn(C)cc1NC(=O)NCC1(OC)CCC1
Z1506418155,1224024-R-23,B03,291.389,2.831,2,61.440,4,,Cn1cc(NC(=O)NCC(C)(C)C2CCCC2)ccc1=O
Z1612200626,1224024-R-23,B04,294.393,1.830,2,68.180,5,,CC(C)CCn1ccc(NC(=O)NC2(C)CCOCC2)n1
Z641276772,1224024-R-23,B05,310.390,2.719,2,58.280,5,,CC(C)c1ccc(C(O)Cn2c(CO)nc3ccccc32)cc1
Z435815012,1224024-R-23,B06,297.254,0.426,2,78.510,6,,O=C(Cn1ccc(=O)[nH]c1=O)NCCSC(F)(F)F
Z403709786,1224024-R-23,B07,278.393,0.763,1,50.160,5,,Cc1nn(C)c(C)c1CC(=O)NCC(C)N1CCCC1
Z228508946,1224024-R-23,B08,335.279,-0.129,2,101.730,7,,COCC(C)NC(=O)Cn1c(C(F)(F)F)ccc(C(N)=O)c1=O
Z409508582,1224024-R-23,B09,269.366,1.782,2,70.150,4,,CC1CCN(CCNC(=O)Nc2nncs2)CC1
Z300622910,1224024-R-23,B10,283.390,1.340,1,62.300,3,,O=S(=O)(NCCc1cccnc1)N1CCCCCC1
Z1082843650,1224024-R-23,B11,327.442,1.304,1,71.530,6,,CC(C)CCS(=O)(=O)NCc1cccnc1N1CCOCC1
Z1516538197,1224024-R-23,C02,314.339,0.490,1,79.950,5,,Cc1ccc(OCC(O)Cn2ncc3cnn(C)c(=O)c32)cc1
Z1630365052,1224024-R-23,C03,280.366,1.209,2,68.180,5,,CCc1nn(C)cc1NC(=O)NCCC1CCCCO1
Z1172023958,1224024-R-23,C04,237.341,1.302,2,57.780,4,,Cc1n[nH]c(C)c1C(C)C(=O)NC(C)C(C)C
Z641276706,1224024-R-23,C05,336.308,2.175,2,58.280,5,,OCc1nc2ccccc2n1CC(O)c1cccc(C(F)(F)F)c1
Z409672220,1224024-R-23,C06,254.352,1.797,2,57.260,4,,CC(CNC(=O)Nc1nccs1)N1CCCC1
Z82462539,1224024-R-23,C07,234.294,-0.846,1,51.220,4,,O=C(NCCc1ccccn1)C1CCOCC1
Z820997952,1224024-R-23,C08,332.321,1.552,3,73.470,4,,CCN1CCCC(NC(=O)Nc2cc(C(F)(F)F)c[nH]c2=O)C1
Z433983084,1224024-R-23,C09,308.333,1.262,2,92.790,5,,COc1ccc(NC(=O)NCCC(=O)N2CCOCC2)cn1
Z94556252,1224024-R-23,C10,340.419,0.106,1,85.560,3,,Cc1nn(CC(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c(C#N)c1C
Z838109584,1224024-R-23,C11,236.313,1.568,1,64.270,3,,CCOC1CCCN(c2cc(C)nc(N)n2)C1
Z1580823051,1224024-R-23,D02,294.393,0.200,2,68.180,4,,CCn1nc(C)c(NC(=O)NC(C)C2CCOCC2)c1C
Z1688671270,1224024-R-23,D03,248.324,2.384,2,66.910,3,,Cc1nnccc1NC(=O)NCC1(C)CCCC1
Z1639129024,1224024-R-23,D04,236.270,-0.344,1,67.350,2,,CNC(=O)C1CN(c2cc(C)ncn2)CCO1
Z494406224,1224024-R-23,D05,294.353,-1.518,4,116.140,4,,Cc1n[nH]c(C)c1NC(=O)NC1CCN(CC(N)=O)CC1
Z281174684,1224024-R-23,D06,284.378,1.791,2,66.490,4,,CC1CN(CCNC(=O)Nc2nccs2)CC(C)O1
Z641516280,1224024-R-23,D07,317.426,1.547,1,50.520,5,,COC1CCN(CC(O)Cn2cnc3cc(C)c(C)cc32)CC1
Z432544522,1224024-R-23,D08,266.339,0.158,3,79.180,4,,CC(Cn1cccn1)NC(=O)NC1CCC(O)CC1
Z166736890,1224024-R-23,D09,294.349,1.514,2,87.470,5,,Cc1cc(NC(=O)NCCCN2CCCCCC2=O)no1
Z991575426,1224024-R-23,D10,318.328,1.400,1,116.340,4,,N#CC1(NC(=O)Cn2cccc([N+](=O)[O-])c2=O)CCCCCC1
Z642119148,1224024-R-23,D11,344.408,2.228,2,87.460,6,,CCCC1NC(=O)N(CC(O)Cn2cnc3cc(C)c(C)cc32)C1=O
Z1607315268,1224024-R-23,E02,272.306,-0.382,2,120.520,4,,N#Cc1nc(N)n(CCNC(=O)C2CCCC2)c1C#N
Z1638240248,1224024-R-23,E03,337.437,1.550,1,79.370,5,,O=C(C1CCCC1)N1CC(S(=O)(=O)NCCc2cccnc2)C1
Z991969832,1224024-R-23,E04,251.325,1.993,2,67.160,2,,Cc1noc(C)c1NC(=O)NC1CCCCC1C
Z641276608,1224024-R-23,E05,336.308,2.175,2,58.280,5,,OCc1nc2ccccc2n1CC(O)c1ccc(C(F)(F)F)cc1
Z275750716,1224024-R-23,E06,241.310,0.437,3,74.250,2,,O=C(Nc1nccs1)NC1CCC(O)CC1
Z505775312,1224024-R-23,E07,317.386,1.548,3,86.360,3,,O=C(Nc1cccnc1N1CCCC1)NC1CCCCNC1=O
Z642139118,1224024-R-23,E08,328.362,2.564,1,62.240,5,,COc1ccc(OC)c(C(O)Cn2c(=O)n(C)c3ccccc32)c1
Z98424952,1224024-R-23,E09,316.398,0.516,1,85.560,3,,Cc1nn(CC(=O)NC2CCCC(C)C2C)c(=O)c(C#N)c1C
Z735953104,1224024-R-23,E10,342.288,1.536,1,52.900,5,,O=c1c(C(F)(F)F)cc(C2CC2)nn1CC(O)c1ccc(F)cc1
Z641508326,1224024-R-23,E11,344.451,1.000,1,61.600,4,,CC(=O)N1CCCN(CC(O)Cn2cnc3cc(C)c(C)cc32)CC1
Z1532950704,1224024-R-23,F02,260.120,2.641,1,50.940,2,,CC(C)(O)Cn1nnc2cc(Cl)c(Cl)cc21
Z1627183113,1224024-R-23,F03,250.297,0.989,2,76.020,4,,CC(C)c1nccn1CC(=O)NC(=O)NC1CC1
Z822142942,1224024-R-23,F04,303.399,1.451,2,61.520,5,,CC1CCN(CC(O)Cn2c(CO)nc3ccccc32)CC1
Z983905414,1224024-R-23,F05,255.337,1.890,3,74.250,3,,O=C(NCC1(O)CCCCC1)Nc1nccs1
Z409672018,1224024-R-23,F06,297.377,-0.179,3,86.360,4,,CNC(=O)CN1CCC(NC(=O)Nc2nccs2)CC1
Z735953072,1224024-R-23,F07,347.333,-0.119,1,65.370,6,,O=c1c(C(F)(F)F)cc(C2CC2)nn1CC(O)CN1CCOCC1
Z992049478,1224024-R-23,F08,325.405,1.716,2,61.520,7,,CN(Cc1ccccc1)CC(O)Cn1c(CO)nc2ccccc21
Z217304002,1224024-R-23,F09,308.376,2.473,2,75.720,5,,COc1ccc(NC(=O)NCC(C)(C)N2CCOCC2)cn1
Z983904972,1224024-R-23,F10,327.399,1.865,3,108.390,4,,CS(=O)(=O)c1ccc(NC(=O)NCC2(O)CCCCC2)cn1
Z505873650,1224024-R-23,F11,262.308,0.659,3,83.120,2,,Cc1cccnc1NC(=O)NC1CCCCNC1=O
Z1554833429,1224024-R-23,G02,330.306,2.103,3,97.110,4,,NC(=O)c1ccc(NC(=O)NC2CCCC(C(F)(F)F)C2)cn1
Z1590291022,1224024-R-23,G03,331.333,0.276,2,65.460,4,,Cc1cnccc1CCNC(=O)N1CCC(O)(C(F)(F)F)CC1
Z424514262,1224024-R-23,G04,309.427,0.878,1,54.460,5,,CSC(C)C(=O)NCc1ccc(N2CCOC(C)C2)nc1
Z822170796,1224024-R-23,G05,325.354,2.097,1,50.520,4,,CC1CN(CC(O)Cn2cnc3cc(F)c(F)cc32)CC(C)O1
Z410228134,1224024-R-23,G06,268.335,1.368,2,76.140,4,,O=C(NCC1CCCO1)Nc1nnc(C2CC2)s1
Z414501992,1224024-R-23,G07,274.340,0.370,1,76.460,3,,CC(Cn1cccn1)NS(=O)(=O)N1CCOCC1
Z402801740,1224024-R-23,G08,282.362,0.238,1,67.230,6,,CC(Cn1cccn1)NC(=O)CCN1CCSC1=O
Z434192032,1224024-R-23,G09,333.429,2.135,2,69.730,5,,O=C(NCCN1CCCCC1)Nc1ccc(N2CCOCC2)nc1
Z434248416,1224024-R-23,G10,260.335,2.737,2,57.260,4,,C=CCNC(=O)Nc1ccc(N2CCCCC2)nc1
Z505821640,1224024-R-23,G11,278.307,1.568,3,92.350,3,,COc1ccc(NC(=O)NC2CCCCNC2=O)cn1
Z1577456783,1224024-R-23,H02,293.404,2.947,2,67.010,6,,CCC1(CC)C(NC(=O)Cc2cc(C)[nH]n2)C(C)C1OC
Z1514767701,1224024-R-23,H03,274.318,2.190,3,83.120,3,,CNC(=O)c1cccc(NC(=O)NC2C=CCCC2)n1
Z821334770,1224024-R-23,H04,251.282,-0.477,2,78.510,5,,CCCNC(=O)Cn1cc(C(=O)NC)ccc1=O
Z821335848,1224024-R-23,H05,334.370,0.802,3,107.610,4,,CNC(=O)c1ccc(=O)n(CC(=O)NC(=O)NC2CCCCC2)c1
Z930852662,1224024-R-23,H06,348.377,-0.247,1,125.850,5,,Cc1nn(CCOc2ccc(S(N)(=O)=O)cc2)c(=O)c(C#N)c1C
Z364669432,1224024-R-23,H07,266.339,0.584,1,59.390,5,,CC(CNC(=O)C(C)n1cccn1)N1CCOCC1
Z873250296,1224024-R-23,H08,341.379,1.590,2,67.150,5,,CC(=O)N[C@@H](C)c1nc2ccccc2n1CC(O)c1cccc(F)c1
Z532617136,1224024-R-23,H09,291.273,1.029,3,73.050,5,,O=C(NCC1CCN(CC(F)(F)F)C1)Nc1cn[nH]c1
Z599664892,1224024-R-23,H10,272.142,1.792,1,46.920,3,,O=C(Cn1cc(Br)cn1)NC1CCCC1
Z445996988,1224024-R-23,H11,294.349,-0.270,3,86.720,5,,CC1CN(c2ccc(CNC(=O)NCCO)cn2)CCO1
Z57841126,1224024-R-24,A02,337.416,2.494,1,56.150,7,,CC(=O)NCCc1nc2ccccc2n1CCOc1cccc(C)c1
Z1331036888,1224024-R-24,A03,294.393,2.135,3,79.180,4,,CC(C)(C)n1ccc(NC(=O)NC2CCCCC2CO)n1
Z1575169732,1224024-R-24,A04,318.414,-0.352,2,74.330,4,,CC(C)(C)NC(=O)N1CCC(NC(=O)Cc2cccnc2)CC1
Z95566957,1224024-R-24,A05,265.331,-0.422,1,62.300,4,,O=C(Cc1csc(N2CCCC2=O)n1)NC1CC1
Z1343155673,1224024-R-24,A06,296.432,2.644,1,50.280,6,,CSc1ccc(NCC2CN(CC(C)C)CCO2)nn1
Z1533189492,1224024-R-24,A07,247.293,0.470,1,61.770,4,,O=C(Cn1cnc(C2CCC2)cc1=O)NC1CC1
Z1354379688,1224024-R-24,A08,246.666,0.932,1,45.590,2,,OCC1CN(c2ncc(Cl)cc2F)CCO1
Z1612193765,1224024-R-24,A09,321.415,2.972,2,72.480,5,,COc1ccc(NC(=O)NC2CCOC(CC(C)C)C2)c(C)n1
Z1602553079,1224024-R-24,A10,263.379,2.786,2,57.780,4,,Cc1cc(CC(=O)NCC2(C)CCCCCC2)n[nH]1
Z1638217032,1224024-R-24,A11,337.437,1.550,1,79.370,5,,O=C(C1CCCC1)N1CC(S(=O)(=O)NCCc2ccccn2)C1
Z57841127,1224024-R-24,B02,337.416,2.494,1,56.150,7,,CC(=O)NCCc1nc2ccccc2n1CCOc1ccc(C)cc1
Z1531531839,1224024-R-24,B03,263.379,2.746,2,57.780,4,,Cc1cc(CC(=O)NCC2CCC(C)(C)CC2)n[nH]1
Z1516515346,1224024-R-24,B04,338.328,2.853,1,55.870,5,,Cc1cc2ncn(CC(O)Cn3ccc(C(F)(F)F)n3)c2cc1C
Z1314699400,1224024-R-24,B05,292.377,2.499,2,76.020,5,,CCNC(=O)Cn1ccc(NC(=O)C2C(C)(C)C2(C)C)n1
Z1516538254,1224024-R-24,B06,328.366,0.989,1,79.950,5,,Cc1ccc(C)c(OCC(O)Cn2ncc3cnn(C)c(=O)c32)c1
Z1243991218,1224024-R-24,B07,304.387,2.859,3,87.140,4,,O=C(NCC1(O)CCCCCC1)Nc1cnc(C2CC2)nc1
Z440827158,1224024-R-24,B08,239.271,1.211,2,84.220,6,,CCCC(C)(NC(=O)Cn1cccn1)C(=O)O
Z1516508068,1224024-R-24,B09,339.453,2.437,1,75.430,6,,CCCS(=O)(=O)N(C)CC(O)Cn1cnc2cc(C)c(C)cc21
Z1665428407,1224024-R-24,B10,277.365,1.348,2,60.500,3,,CN1CCC(NC(=O)Nc2cccc(N(C)C)n2)CC1
Z1537072287,1224024-R-24,B11,298.379,2.551,1,52.900,4,,Cc1ccc(C)c(C(O)Cn2cnc(C3CCC3)cc2=O)c1
Z1507316363,1224024-R-24,C02,291.302,-0.407,1,92.550,6,,O=C(Cn1ccc(=O)c([N+](=O)[O-])c1)NCCC1=CCCC1
Z1247581583,1224024-R-24,C03,298.404,1.262,2,80.050,5,,CSC1CCCCC1NC(=O)NCCc1nc(C)no1
Z1516525894,1224024-R-24,C04,304.775,2.614,1,55.870,4,,Cc1cc2ncn(CC(O)Cn3cc(Cl)cn3)c2cc1C
Z1430533453,1224024-R-24,C05,320.430,2.460,1,81.340,4,,CC(C)(C)c1cc(N2CCOC(C(N)=O)C2)nc(C(C)(C)C)n1
Z1348409113,1224024-R-24,C06,226.660,1.741,1,43.380,3,,Clc1cnccc1NCC1=COCCO1
Z446803962,1224024-R-24,C07,233.309,3.126,2,54.020,2,,CC1CCCCC1NC(=O)Nc1ccccn1
Z1251123216,1224024-R-24,C08,275.346,2.108,2,61.440,4,,Cn1cccc(NC(=O)NCCC2=CCCCC2)c1=O
Z1513820394,1224024-R-24,C09,328.286,1.033,1,62.130,6,,Cc1ccccc1OCC(O)Cn1nc(C(F)(F)F)ccc1=O
Z1622824895,1224024-R-24,C10,263.335,0.846,2,61.440,3,,CCn1ccc(=O)c(NC(=O)NC2CCCCC2)c1
Z1567974102,1224024-R-24,C11,339.801,2.396,2,80.540,6,,COCCn1c(SCc2nc(=O)[nH][nH]2)nc2cc(Cl)ccc21
Z1414190082,1224024-R-24,D02,241.674,-0.346,2,62.720,2,,O=c1[nH]ncc(NC2CC3CCC2O3)c1Cl
Z1423811758,1224024-R-24,D03,349.838,2.494,1,78.850,6,,COCCn1c(SCc2nccc(N)n2)nc2cc(Cl)ccc21
Z1415385989,1224024-R-24,D04,274.318,1.183,2,76.140,3,,O=C(Nc1cnc(C2CC2)nc1)NC1CC2CCC1O2
Z1247520483,1224024-R-24,D05,269.363,2.458,2,67.160,3,,CSC1CCCCC1NC(=O)Nc1cc(C)on1
Z1376710840,1224024-R-24,D06,292.377,2.314,3,87.140,5,,CC(C)(C)c1ncc(NC(=O)NC(C)(CO)C2CC2)cn1
Z1426747423,1224024-R-24,D07,306.403,2.345,2,76.140,4,,CC(NC(=O)Nc1cnc(C(C)(C)C)nc1)C1CCOCC1
Z1517508540,1224024-R-24,D08,242.298,0.824,2,76.140,2,,Cc1nnc(NC(=O)NC2(C)CCOC2)s1
Z1622844829,1224024-R-24,D09,295.338,1.228,2,100.360,4,,Cc1noc(NC(=O)NCC2(C(=O)N(C)C)CCCC2)n1
Z434204302,1224024-R-24,D10,262.308,1.355,2,66.490,4,,C=CCNC(=O)Nc1ccc(N2CCOCC2)nc1
Z1235941252,1224024-R-24,D11,194.234,-1.785,2,72.940,1,,Cn1cc(C2NC(=O)CCC2N)cn1
Z1436947993,1224024-R-24,E02,276.334,0.635,2,90.010,6,,NC(=O)c1cn(CC(=O)NCC2CCC2)c(C2CC2)n1
Z1411433423,1224024-R-24,E03,292.400,2.685,2,66.910,4,,CC1(CNC(=O)Nc2cnc(C3CC3)nc2)CCCS1
Z1516538286,1224024-R-24,E04,304.732,0.551,1,70.720,3,,Cn1ncc2cnn(CC(O)c3cccc(Cl)c3)c2c1=O
Z749737324,1224024-R-24,E05,307.388,2.256,2,78.510,4,,CC1CCC(C(C)C)C(NC(=O)Cn2ccc(=O)[nH]c2=O)C1
Z1516541303,1224024-R-24,E06,296.327,0.558,1,92.550,4,,Cc1cc2ncn(CC(O)Cn3cnc(C#N)n3)c2cc1C
Z1570906542,1224024-R-24,E07,256.249,2.167,1,43.380,4,,FC(F)Oc1ccc(NC2CC3CCC2O3)nc1
Z1512051391,1224024-R-24,E08,330.425,2.917,2,76.140,3,,CC(C)(C)c1ccc(NC(=O)NC2C3CCOC3C23CCC3)nn1
Z1622814611,1224024-R-24,E09,322.406,1.913,2,82.620,5,,CN(C)c1ccnc(NC(=O)NCC(C)(C)N2CCOCC2)n1
Z1566873118,1224024-R-24,E10,271.357,1.349,1,65.780,4,,CC(C)(CNC(=O)C1(C#N)CCCC1)c1ccncc1
Z1576377584,1224024-R-24,E11,280.366,2.684,1,69.040,6,,CCC1(CC)C(NC(=O)Cn2ccnn2)C(C)C1OC
Z1414189499,1224024-R-24,F02,247.336,2.482,1,47.040,3,,CC(C)(C)c1nccc(NC2CC3CCC2O3)n1
Z274572624,1224024-R-24,F03,295.336,2.000,1,56.150,6,,O=CNCc1nc2ccccc2n1CCOc1ccccc1
Z1513819970,1224024-R-24,F04,312.287,1.398,1,52.900,4,,Cc1ccc(C)c(C(O)Cn2nc(C(F)(F)F)ccc2=O)c1
Z1527073193,1224024-R-24,F05,220.228,-0.614,2,101.030,5,,COCC(Nc1ccc(C#N)cn1)C(N)=O
Z1558392881,1224024-R-24,F06,298.423,3.440,1,41.990,5,,O=C(CC1=CCCCC1)NCC1(c2ccncc2)CCCC1
Z1569790621,1224024-R-24,F07,283.686,1.852,1,70.140,5,,NC(=O)c1cnn(CCOc2ccc(F)cc2Cl)c1
Z1333941186,1224024-R-24,F08,252.313,1.300,2,94.040,4,,CC1(C)C(C(=O)NCCc2nc(N)no2)C1(C)C
Z1537072852,1224024-R-24,F09,300.352,1.756,1,62.130,6,,O=c1cc(C2CCC2)ncn1CC(O)COc1ccccc1
Z1427806896,1224024-R-24,F10,252.310,0.720,2,75.360,5,,O=C(Cc1ccon1)NCC(O)C1CCCCC1
Z1626465459,1224024-R-24,F11,266.359,1.269,1,59.060,6,,C=CCCS(=O)(=O)NCC1(c2ccncc2)CC1
Z1567454327,1224024-R-24,G02,291.349,0.201,3,102.970,5,,Cc1cc(NC(=O)NCC2CCCC2O)nn1CCC#N
Z1157861106,1224024-R-24,G03,302.328,1.314,1,93.510,5,,N#Cc1cn(C2CC2)c(=O)n(CC(=O)NCC2CCC2)c1=O
Z1578585885,1224024-R-24,G04,265.351,1.517,2,67.160,4,,Cc1nc(CCNC(=O)NC2CCCCC2)c(C)o1
